storey,floor area (sqm),flat model,remaining lease (yr),resale price ($),resale registration date,area,lat,lng
20,68,Improved,58.5,500000,2019-01,Central Area,1.298442,103.8523744
23,59,Improved,57,445000,2019-03,Central Area,1.2756426,103.8424563
20,59,Improved,56.67,460000,2019-06,Central Area,1.2762569,103.8429313
23,70,Improved,56.67,550000,2019-06,Central Area,1.2756426,103.8424563
17,65,Improved,54.92,380000,2019-07,Central Area,1.2861551,103.8422545
17,59,Improved,56.5,420000,2019-08,Central Area,1.2756426,103.8424563
17,59,Improved,56.5,430000,2019-08,Central Area,1.2752557,103.842558
23,59,Improved,56.5,485000,2019-08,Central Area,1.2756426,103.8424563
23,59,Improved,56.42,405000,2019-09,Central Area,1.2756426,103.8424563
17,59,Improved,56.42,430000,2019-09,Central Area,1.2752557,103.842558
20,59,Improved,56.42,450000,2019-10,Central Area,1.2748632,103.8426344
17,70,Improved,56.33,480000,2019-11,Central Area,1.2752557,103.842558
20,60,Improved,63.33,399000,2019-12,Central Area,1.2823021,103.8428528
17,59,Improved,56.17,468000,2019-12,Central Area,1.2752557,103.842558
17,65,Improved,54.5,370000,2019-12,Central Area,1.2861551,103.8422545
17,59,Improved,56,465000,2020-02,Central Area,1.276057,103.8423628
17,68,Improved,60.17,470000,2020-03,Central Area,1.284947,103.8456099
17,59,Improved,55.83,465000,2020-05,Central Area,1.276057,103.8423628
20,59,Improved,55.67,465000,2020-07,Central Area,1.2762569,103.8429313
20,60,Improved,62.5,390000,2020-09,Central Area,1.2823021,103.8428528
17,59,Improved,55.5,460000,2020-09,Central Area,1.276057,103.8423628
17,60,Improved,58.92,428000,2020-09,Central Area,1.284274,103.8461122
17,60,Improved,65.08,468000,2020-09,Central Area,1.299144,103.852039
17,59,Improved,55.33,460000,2020-10,Central Area,1.2752557,103.842558
17,60,Improved,56.75,395000,2020-10,Central Area,1.298442,103.8523744
17,73,Model A,94.83,520000,2017-11,Clementi,1.3096132,103.7706461
20,61,Model A,84,378000,2018-02,Clementi,1.3129376,103.7715967
29,74,Model A,94.58,530000,2018-02,Clementi,1.3102451,103.7688807
29,75,Model A,94.58,550000,2018-02,Clementi,1.3102017,103.7701029
29,74,Model A,94.58,565000,2018-03,Clementi,1.3091484,103.7686997
35,74,Model A,94.42,534000,2018-04,Clementi,1.3102451,103.7688807
17,61,Model A,83.75,380000,2018-05,Clementi,1.3129376,103.7715967
23,70,Model A,93.25,528888,2018-05,Clementi,1.314864,103.764058
17,73,Model A,94.17,510000,2018-07,Clementi,1.310344,103.7708272
20,75,Model A,94.25,530000,2018-07,Clementi,1.3102017,103.7701029
35,73,Model A,94.25,540000,2018-07,Clementi,1.3102451,103.7688807
23,74,Model A,93.67,523000,2019-01,Clementi,1.3091484,103.7686997
23,74,Model A,93.67,528000,2019-02,Clementi,1.3091484,103.7686997
26,73,Model A,93.58,513000,2019-03,Clementi,1.3091484,103.7686997
17,75,Model A,93.58,515000,2019-03,Clementi,1.3096132,103.7706461
23,74,Model A,93.5,525000,2019-04,Clementi,1.3091484,103.7686997
17,61,Model A,82.67,375000,2019-06,Clementi,1.3125343,103.7717325
17,70,Model A,93.33,523000,2019-06,Clementi,1.3102017,103.7701029
38,74,Model A,93,565000,2019-09,Clementi,1.3102451,103.7688807
23,74,Model A,92.58,539000,2020-02,Clementi,1.3102451,103.7688807
36,70,Model A,91.42,623888,2020-02,Clementi,1.314864,103.764058
17,60,DBSS,93.83,552000,2020-02,Clementi,1.3194852,103.7656216
20,75,Model A,92.58,508000,2020-03,Clementi,1.3102017,103.7701029
20,75,Model A,92.5,528000,2020-03,Clementi,1.3096132,103.7706461
17,70,Model A,92.5,530000,2020-03,Clementi,1.3102017,103.7701029
20,60,DBSS,93.75,537000,2020-03,Clementi,1.3199163,103.7657374
41,60,DBSS,93.75,586000,2020-03,Clementi,1.3194852,103.7656216
26,73,Model A,92.42,535000,2020-06,Clementi,1.3102451,103.7688807
35,60,DBSS,93.5,520000,2020-07,Clementi,1.3194852,103.7656216
17,61,Model A,81.67,400000,2020-07,Clementi,1.3129376,103.7715967
36,60,DBSS,93.42,550000,2020-07,Clementi,1.3199163,103.7657374
23,60,DBSS,93.42,525000,2020-07,Clementi,1.3199163,103.7657374
26,60,DBSS,93.33,538000,2020-08,Clementi,1.3190461,103.7656216
26,60,DBSS,93.17,540000,2020-10,Clementi,1.3190461,103.7656216
17,68,Model A,95.42,338000,2018-09,Hougang,1.3794187,103.8777675
17,68,Model A,95.08,340000,2019-01,Hougang,1.3794323,103.8782989
17,68,Model A,95,325000,2019-03,Hougang,1.3794323,103.8782989
20,67,Model A,94.83,392888,2019-07,Hougang,1.379264,103.9006694
17,74,Model A,64.67,318000,2019-11,Hougang,1.351509,103.8877113
17,67,Premium Apartment,95.25,378000,2019-12,Hougang,1.3767521,103.9040981
20,67,Premium Apartment,95.17,388000,2020-01,Hougang,1.3767521,103.9040981
17,68,Model A,94,320000,2020-02,Hougang,1.3794323,103.8782989
17,67,DBSS,93.75,420000,2020-02,Hougang,1.3751631,103.9003975
17,68,Premium Apartment,95.08,383888,2020-02,Hougang,1.3767521,103.9040981
17,68,Model A,93.83,350000,2020-06,Hougang,1.3794323,103.8782989
17,68,Model A,93.83,325000,2020-06,Hougang,1.3794323,103.8782989
17,67,Premium Apartment,94.75,358888,2020-07,Hougang,1.3767521,103.9040981
17,68,Model A,93.42,350888,2020-09,Hougang,1.3794187,103.8777675
17,67,DBSS,93.17,483000,2020-09,Hougang,1.3754551,103.8999413
17,65,Improved,56,403000,2018-06,Marine Parade,1.3031148,103.9117708
17,65,Improved,56.75,408000,2018-06,Marine Parade,1.3034544,103.909913
17,65,Improved,55.83,418000,2018-07,Marine Parade,1.3026295,103.9120706
17,76,Improved,55.83,505000,2018-07,Marine Parade,1.3026295,103.9120706
17,65,Improved,55.75,473000,2018-08,Marine Parade,1.3026295,103.9120706
17,76,Improved,55.67,502000,2018-09,Marine Parade,1.3026295,103.9120706
17,65,Improved,55.58,458000,2018-10,Marine Parade,1.3026295,103.9120706
17,65,Improved,55.58,408000,2018-11,Marine Parade,1.3042516,103.9111817
17,65,Improved,55.92,400000,2019-05,Marine Parade,1.3043334,103.9096411
17,65,Improved,54.08,411000,2020-06,Marine Parade,1.3026295,103.9120706
17,65,Improved,54.5,360000,2020-10,Marine Parade,1.3039673,103.9097317
20,65,Improved,54.92,352000,2018-07,Queenstown,1.3071143,103.7954772
17,73,Improved,54.92,370000,2018-07,Queenstown,1.3079724,103.7957715
17,72,Improved,51,370000,2018-07,Queenstown,1.2921971,103.8042835
20,65,Improved,54.92,380000,2018-07,Queenstown,1.3071143,103.7954772
17,72,Improved,51,380000,2018-07,Queenstown,1.2914703,103.8034685
23,65,Improved,54.92,420000,2018-07,Queenstown,1.3092152,103.7959526
20,65,Improved,55.5,428000,2018-07,Queenstown,1.3095086,103.7945718
23,67,Model A,93.17,608000,2018-07,Queenstown,1.3110337,103.7916988
36,63,Model A,95.58,628000,2018-07,Queenstown,1.296245,103.799522
35,67,Model A,93.17,645000,2018-07,Queenstown,1.3112479,103.7915347
20,65,Improved,55.42,457000,2018-08,Queenstown,1.3095086,103.7945718
35,60,Model A,89.08,528000,2018-08,Queenstown,1.3012974,103.7989931
35,67,Model A,93.08,550000,2018-08,Queenstown,1.3110337,103.7916988
23,69,Model A,92,562000,2018-08,Queenstown,1.2945274,103.8110342
29,67,Model A,93.08,660000,2018-08,Queenstown,1.3112479,103.7915347
20,72,Improved,50.83,385000,2018-09,Queenstown,1.2914703,103.8034685
20,65,Improved,55.33,408888,2018-09,Queenstown,1.3095086,103.7945718
17,65,Improved,55.33,420000,2018-09,Queenstown,1.309007,103.7940607
26,60,Model A,88.92,537000,2018-09,Queenstown,1.3006381,103.7990313
20,69,Model A,91.92,560000,2018-09,Queenstown,1.2945274,103.8110342
20,63,Model A,95.42,565000,2018-09,Queenstown,1.3017618,103.7971954
23,63,Model A,95.5,582000,2018-09,Queenstown,1.301254,103.7971808
17,65,Improved,55.25,365000,2018-10,Queenstown,1.3093758,103.7934172
20,72,Improved,50.75,369000,2018-10,Queenstown,1.2921971,103.8042835
17,65,Improved,54.58,380000,2018-10,Queenstown,1.3092152,103.7959526
23,70,Model A,92.42,470000,2018-10,Queenstown,1.3053608,103.7819402
17,67,Model A,92.92,550000,2018-10,Queenstown,1.3110337,103.7916988
20,63,Model A,95.33,578000,2018-10,Queenstown,1.301254,103.7971808
20,63,Model A,95.42,580000,2018-10,Queenstown,1.296245,103.799522
41,67,Model A,92.92,635000,2018-10,Queenstown,1.3110337,103.7916988
17,65,Improved,54.5,363000,2018-11,Queenstown,1.3074653,103.794866
23,65,Improved,55.17,385000,2018-11,Queenstown,1.3093758,103.7934172
17,73,Improved,54.5,451000,2018-11,Queenstown,1.3074653,103.794866
26,60,Model A,88.75,518000,2018-11,Queenstown,1.3012974,103.7989931
38,67,Model A,92.83,580000,2018-11,Queenstown,1.3110337,103.7916988
17,67,Model A,93.33,570000,2018-12,Queenstown,1.3083426,103.7852002
17,73,Improved,55.08,510000,2018-12,Queenstown,1.3095086,103.7945718
20,73,Improved,54.42,460000,2018-12,Queenstown,1.3071143,103.7954772
29,67,Model A,92.75,590000,2018-12,Queenstown,1.3110337,103.7916988
36,70,Model A,92.17,530000,2019-01,Queenstown,1.3058533,103.7821896
17,60,Standard,46.92,298000,2019-02,Queenstown,1.3042141,103.8004161
20,63,Model A,95,570000,2019-02,Queenstown,1.296245,103.799522
23,65,Improved,54.17,400000,2019-03,Queenstown,1.3071143,103.7954772
35,70,Model A,92,530888,2019-03,Queenstown,1.3058533,103.7821896
26,70,Model A,91.42,575000,2019-03,Queenstown,1.2942509,103.8122177
17,65,Improved,57.75,315000,2019-04,Queenstown,1.3066918,103.7835538
17,65,Improved,54.75,418000,2019-04,Queenstown,1.3095086,103.7945718
20,67,Model A,93,590000,2019-04,Queenstown,1.3083214,103.7857208
17,65,Improved,54.67,350000,2019-05,Queenstown,1.3093758,103.7934172
17,65,Improved,54.67,410000,2019-05,Queenstown,1.3093758,103.7934172
36,67,Model A,92.33,650000,2019-05,Queenstown,1.3110337,103.7916988
17,60,Improved,50.08,300000,2019-06,Queenstown,1.2909755,103.8031117
17,63,Model A,94.67,538000,2019-06,Queenstown,1.301254,103.7971808
36,63,Model A,94.75,590000,2019-06,Queenstown,1.296245,103.799522
20,65,Improved,53.83,359000,2019-07,Queenstown,1.3074653,103.794866
20,65,Improved,54.58,405000,2019-07,Queenstown,1.3095086,103.7945718
20,65,Improved,54.5,428000,2019-07,Queenstown,1.3095086,103.7945718
17,63,Model A,94.58,588000,2019-07,Queenstown,1.301254,103.7971808
23,67,Model A,92.75,600000,2019-07,Queenstown,1.3083214,103.7857208
20,73,Improved,54.42,430000,2019-08,Queenstown,1.3095086,103.7945718
17,65,Improved,53.75,359000,2019-09,Queenstown,1.3071143,103.7954772
20,65,Improved,53.67,370000,2019-09,Queenstown,1.3074653,103.794866
17,72,Improved,49.83,375000,2019-09,Queenstown,1.2921971,103.8042835
17,60,Improved,49.75,300000,2019-10,Queenstown,1.2909755,103.8031117
26,60,Model A,87.83,520000,2019-10,Queenstown,1.3012974,103.7989931
20,67,Model A,92.5,580000,2019-10,Queenstown,1.3083214,103.7857208
29,63,Model A,94.33,590000,2019-10,Queenstown,1.301254,103.7971808
17,65,Improved,54.17,400000,2019-11,Queenstown,1.3095086,103.7945718
20,65,Improved,54.17,410000,2019-11,Queenstown,1.3093758,103.7934172
26,67,Model A,91.83,515000,2019-11,Queenstown,1.3110337,103.7916988
20,63,Model A,94.33,580000,2019-11,Queenstown,1.296245,103.799522
41,63,Model A,94.33,608000,2019-11,Queenstown,1.301254,103.7971808
26,67,Model A,92.42,608000,2019-11,Queenstown,1.3083214,103.7857208
36,63,Model A,94.33,618000,2019-11,Queenstown,1.296245,103.799522
20,65,Improved,53.42,395000,2019-12,Queenstown,1.3074653,103.794866
26,67,Model A,91.75,517000,2019-12,Queenstown,1.3110337,103.7916988
29,63,Model A,94.08,608000,2020-01,Queenstown,1.296245,103.799522
17,65,Improved,54,400000,2020-01,Queenstown,1.3093758,103.7934172
29,60,Model A,87.58,548000,2020-01,Queenstown,1.3012974,103.7989931
26,67,Model A,92.17,613000,2020-02,Queenstown,1.3083426,103.7852002
17,65,Improved,53.25,400000,2020-02,Queenstown,1.3092152,103.7959526
17,65,Improved,53.92,390000,2020-02,Queenstown,1.3095086,103.7945718
20,65,Improved,53.25,365000,2020-02,Queenstown,1.3079724,103.7957715
20,67,Model A,91.58,600000,2020-02,Queenstown,1.3110337,103.7916988
20,65,Improved,53.17,425000,2020-03,Queenstown,1.3079724,103.7957715
41,60,Model A,87.42,560000,2020-03,Queenstown,1.3012974,103.7989931
17,63,Model A,93.75,572000,2020-06,Queenstown,1.301254,103.7971808
36,65,Premium Apartment,94.83,650000,2020-06,Queenstown,1.2953402,103.812228
17,65,Improved,53.83,420000,2020-06,Queenstown,1.3095086,103.7945718
20,65,Improved,53.08,360000,2020-06,Queenstown,1.3074653,103.794866
20,73,Improved,53.75,418000,2020-06,Queenstown,1.309007,103.7940607
26,63,Model A,93.75,608000,2020-07,Queenstown,1.296245,103.799522
26,65,Premium Apartment,94.75,668000,2020-07,Queenstown,1.2954574,103.8117132
17,65,Improved,52.83,405000,2020-07,Queenstown,1.3092152,103.7959526
20,69,Model A,90.17,570000,2020-07,Queenstown,1.2938554,103.8116081
26,63,Model A,93.5,580000,2020-08,Queenstown,1.301254,103.7971808
17,63,Model A,93.5,578000,2020-08,Queenstown,1.3015032,103.7971066
17,65,Premium Apartment,94.67,640000,2020-08,Queenstown,1.2954574,103.8117132
17,65,Premium Apartment,94.67,620888,2020-08,Queenstown,1.2950626,103.8111407
47,65,Premium Apartment,95,698000,2020-08,Queenstown,1.2960052,103.8099048
23,65,Premium Apartment,95,642888,2020-08,Queenstown,1.2960052,103.8099048
38,65,Premium Apartment,94.67,650000,2020-08,Queenstown,1.2953335,103.8125242
17,65,Premium Apartment,94.67,648000,2020-08,Queenstown,1.2949706,103.811632
20,65,Premium Apartment,94.58,648000,2020-09,Queenstown,1.2950626,103.8111407
35,65,Premium Apartment,94.92,692000,2020-09,Queenstown,1.2960052,103.8099048
38,65,Premium Apartment,94.58,670000,2020-09,Queenstown,1.2953335,103.8125242
38,69,Model A,90.5,515000,2020-09,Queenstown,1.3053608,103.7819402
20,65,Improved,53.42,465000,2020-09,Queenstown,1.3095086,103.7945718
17,73,Improved,53.33,470000,2020-09,Queenstown,1.3095086,103.7945718
20,65,Improved,52.67,388888,2020-09,Queenstown,1.3071143,103.7954772
26,67,Model A,91,705000,2020-09,Queenstown,1.3110337,103.7916988
17,65,Improved,53.33,419000,2020-09,Queenstown,1.309007,103.7940607
38,65,Premium Apartment,94.92,678000,2020-10,Queenstown,1.2960052,103.8099048
41,65,Premium Apartment,94.83,685000,2020-10,Queenstown,1.2960052,103.8099048
29,65,Premium Apartment,94.83,693000,2020-10,Queenstown,1.2960052,103.8099048
44,65,Premium Apartment,94.83,700000,2020-10,Queenstown,1.2960052,103.8099048
23,65,Premium Apartment,94.5,635888,2020-10,Queenstown,1.2949706,103.811632
41,65,Premium Apartment,94.83,695000,2020-10,Queenstown,1.2960052,103.8099048
29,69,Model A,90.5,495000,2020-10,Queenstown,1.3053608,103.7819402
23,65,Improved,52.67,393888,2020-10,Queenstown,1.3079724,103.7957715
17,67,Improved,49.83,270000,2019-04,Toa Payoh,1.3378453,103.8451304
17,63,Standard,63.25,290000,2019-04,Toa Payoh,1.3377525,103.8524876
17,68,Improved,51.83,295000,2019-04,Toa Payoh,1.3363688,103.8474016
17,67,Improved,50.67,245000,2019-06,Toa Payoh,1.3363898,103.8563633
17,68,Improved,51.42,288000,2019-08,Toa Payoh,1.3363419,103.8483275
20,68,Improved,51.42,276000,2019-09,Toa Payoh,1.3363419,103.8483275
20,68,Improved,51.25,280000,2019-10,Toa Payoh,1.3363688,103.8474016
17,78,Improved,51.25,285000,2019-10,Toa Payoh,1.3363302,103.8492944
17,68,Improved,50.92,265000,2020-02,Toa Payoh,1.3363302,103.8492944
17,68,Improved,50.75,268000,2020-05,Toa Payoh,1.3363419,103.8483275
20,68,Improved,47.08,230000,2020-06,Toa Payoh,1.3377393,103.8508373
17,63,Improved,48.42,280000,2020-08,Toa Payoh,1.3404772,103.8457645
17,68,Improved,46.92,250000,2020-08,Toa Payoh,1.3377393,103.8508373
17,67,Improved,49.5,252000,2020-08,Toa Payoh,1.3363898,103.8563633
17,68,Improved,48.42,275000,2020-09,Toa Payoh,1.3391649,103.8484951
17,68,Improved,48.25,269000,2020-10,Toa Payoh,1.3382729,103.8484816
17,65,Improved,55.33,310000,2018-03,Whampoa,1.322333,103.8700432
29,62,Model A,85.25,470000,2018-03,Whampoa,1.3110963,103.8517432
26,69,Model A,93.25,500000,2018-03,Whampoa,1.3207232,103.8668495
23,71,Improved,52.75,368000,2018-04,Whampoa,1.3184663,103.8630447
17,66,Improved,55.17,310000,2018-05,Whampoa,1.3231637,103.8558876
17,65,Improved,54.67,375000,2018-05,Whampoa,1.3142619,103.8708812
23,71,Improved,52.5,410000,2018-07,Whampoa,1.3187168,103.8632528
17,65,Improved,54.92,278000,2018-08,Whampoa,1.3234434,103.8690181
17,76,Improved,55,350000,2018-08,Whampoa,1.322333,103.8700432
23,62,Model A,84.83,480000,2018-08,Whampoa,1.3110963,103.8517432
17,76,Improved,54.83,350000,2018-09,Whampoa,1.322333,103.8700432
23,71,Improved,52.25,380000,2018-10,Whampoa,1.3187168,103.8632528
17,65,Improved,55.25,383000,2018-11,Whampoa,1.3155916,103.8718552
17,65,Improved,54.42,276000,2019-02,Whampoa,1.3234434,103.8690181
17,59,Improved,53.33,265000,2019-03,Whampoa,1.3251101,103.8547549
26,62,Model A,84.33,495000,2019-03,Whampoa,1.312127,103.8518016
17,65,Improved,53.92,277500,2019-04,Whampoa,1.3216954,103.8541904
17,65,Improved,54.83,345000,2019-04,Whampoa,1.3155916,103.8718552
17,65,Improved,54.17,272000,2019-05,Whampoa,1.3234434,103.8690181
23,69,Model A,92,550000,2019-05,Whampoa,1.3217478,103.8668042
20,60,Improved,62.33,380000,2019-06,Whampoa,1.3051502,103.8622436
17,66,Improved,54,277000,2019-07,Whampoa,1.3231637,103.8558876
17,71,Improved,51.5,330000,2019-07,Whampoa,1.3184663,103.8630447
20,62,Model A,83.92,483000,2019-07,Whampoa,1.3110963,103.8517432
29,62,Model A,83.92,495000,2019-07,Whampoa,1.3110963,103.8517432
17,65,Improved,53.92,288000,2019-08,Whampoa,1.3234434,103.8690181
20,69,Model A,91.67,525000,2019-09,Whampoa,1.3207232,103.8668495
17,60,Improved,62,386800,2019-11,Whampoa,1.3051502,103.8622436
20,60,Improved,61.92,378000,2019-12,Whampoa,1.3051502,103.8622436
23,67,Model A,91.42,530000,2019-12,Whampoa,1.313266,103.873481
17,69,Model A,91.33,500000,2020-01,Whampoa,1.3213337,103.8669033
17,65,Improved,52.92,310000,2020-02,Whampoa,1.3142619,103.8708812
26,62,Model A,83.25,485000,2020-03,Whampoa,1.312127,103.8518016
20,62,Model A,83,490000,2020-07,Whampoa,1.3110963,103.8517432
17,69,Model A,90.83,500000,2020-08,Whampoa,1.3213337,103.8669033
20,60,Improved,61.25,386000,2020-08,Whampoa,1.3051502,103.8622436
26,62,Model A,82.75,475000,2020-09,Whampoa,1.3110963,103.8517432
17,65,Improved,52.83,308000,2020-09,Whampoa,1.3234434,103.8690181
29,70,Premium Apartment,95.75,600000,2020-10,Whampoa,1.3126024,103.8700432
